Latitude	Longitude	Date	Yr_code	Bay	Site	Size	LL	LO	NL	TT	FV	AN	ME	MM	OSB	NSB	PSB	PFV	PAN	PME	PBR
44 8.633	68 26.650	11Jul1999	1999b	BC	DK	1	28.8	7.8	2.4	0.0	172.5	0.0	0.2	0.0	1.7	0.2	-999.9	84.8	-999.9	-999.9	-999.9
44 8.657	68 26.687	11Jul1999	1999b	BC	DK	2	32.0	0.6	0.0	0.0	3.0	0.0	0.0	0.0	2.5	1.5	-999.9	1.6	-999.9	-999.9	-999.9
44 8.651	68 26.665	11Jul1999	1999b	BC	DK	4	43.0	0.6	0.2	0.0	17.2	0.0	0.4	0.0	0.8	2.3	-999.9	8.0	-999.9	-999.9	-999.9
44 8.672	68 26.701	11Jul1999	1999b	BC	DK	8	79.4	0.2	0.8	0.0	33.4	0.0	3.2	0.0	1.4	10.0	-999.9	44.8	-999.9	-999.9	-999.9
44 8.302	68 25.950	03Jul1999	1999b	BC	LC	0	12.8	1.4	1.6	0.0	0.0	0.0	5.6	0.0	0.7	9.7	-999.9	0.0	-999.9	-999.9	-999.9
44 8.288	68 25.917	03Jul1999	1999b	BC	LC	1	8.6	1.0	0.2	0.0	0.0	0.0	0.4	0.0	1.4	8.1	-999.9	0.0	-999.9	-999.9	-999.9
44 8.292	68 25.940	03Jul1999	1999b	BC	LC	2	46.8	1.2	0.6	1.2	7.5	0.0	18.4	0.0	1.7	7.8	-999.9	1.6	-999.9	-999.9	-999.9
44 8.306	68 25.967	03Jul1999	1999b	BC	LC	4	61.0	2.6	1.0	0.4	55.0	0.0	1.2	0.0	1.9	7.8	-999.9	16.0	-999.9	-999.9	-999.9
44 8.276	68 25.896	03Jul1999	1999b	BC	LC	8	208.8	0.4	0.0	0.0	15.0	0.0	6.2	0.0	0.7	6.5	-999.9	2.4	-999.9	-999.9	-999.9
44 8.443	68 26.448	04Jul1999	1999b	BC	MP	0	38.6	0.8	2.0	0.8	12.5	0.0	61.6	0.0	1.9	11.5	-999.9	2.4	-999.9	-999.9	-999.9
44 8.450	68 26.503	11Jul1999	1999b	BC	MP	1	50.0	1.2	0.4	1.0	0.0	0.0	72.6	0.0	0.6	10.7	-999.9	0.0	-999.9	-999.9	-999.9
44 8.452	68 26.481	25Jun1999	1999b	BC	MP	2	32.6	0.4	0.2	0.0	3.6	0.2	6.4	0.0	2.2	13.2	-999.9	0.0	-999.9	-999.9	-999.9
44 8.433	68 26.427	25Jun1999	1999b	BC	MP	4	45.4	0.0	0.2	0.0	4.8	0.6	15.0	0.0	1.4	16.5	-999.9	0.0	-999.9	-999.9	-999.9
44 8.449	68 26.456	25Jun1999	1999b	BC	MP	8	67.0	0.0	0.2	0.0	2.6	1.0	0.0	0.0	3.7	7.9	-999.9	0.0	-999.9	-999.9	-999.9
44 10.487	68 26.890	28Jun1999	1999b	MC	BO	0	35.6	0.4	0.4	0.0	0.0	0.0	0.4	0.0	0.0	5.7	-999.9	0.0	-999.9	-999.9	-999.9
44 10.456	68 26.911	29Jun1999	1999b	MC	BO	1	33.4	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 10.510	68 26.873	29Jun1999	1999b	MC	BO	2	35.2	0.6	1.2	0.8	0.0	0.0	0.0	0.0	0.0	9.3	-999.9	0.0	-999.9	-999.9	-999.9
44 10.469	68 26.897	29Jun1999	1999b	MC	BO	4	192.8	0.0	0.0	0.2	40.0	4.6	0.0	0.0	0.4	12.3	-999.9	3.2	-999.9	-999.9	-999.9
44 10.500	68 26.884	29Jun1999	1999b	MC	BO	8	193.6	0.0	0.0	0.0	22.5	0.0	0.0	0.0	2.2	12.5	-999.9	0.0	-999.9	-999.9	-999.9
44 10.462	68 25.380	29Jun1999	1999b	MC	BS	0	4.2	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.9	4.0	-999.9	0.0	-999.9	-999.9	-999.9
44 10.475	68 25.379	29Jun1999	1999b	MC	BS	1	26.6	0.2	0.8	0.0	0.0	0.0	0.0	0.0	0.3	8.6	-999.9	0.0	-999.9	-999.9	-999.9
44 10.484	68 25.372	29Jun1999	1999b	MC	BS	2	13.2	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.6	6.1	-999.9	0.0	-999.9	-999.9	-999.9
44 10.509	68 25.358	25Jun1999	1999b	MC	BS	4	45.2	0.0	0.0	0.0	0.2	0.8	0.0	0.0	2.5	7.2	-999.9	0.0	-999.9	-999.9	-999.9
44 10.497	68 25.366	25Jun1999	1999b	MC	BS	8	43.6	0.0	0.0	0.0	0.6	0.2	0.0	0.0	2.9	5.8	-999.9	0.0	-999.9	-999.9	-999.9
44 9.885	68 27.212	28Jun1999	1999b	MC	GR	0	8.4	6.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.855	68 27.207	28Jun1999	1999b	MC	GR	1	12.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.877	68 27.203	28Jun1999	1999b	MC	GR	2	24.4	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.866	68 27.207	28Jun1999	1999b	MC	GR	4	29.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.839	68 27.221	28Jun1999	1999b	MC	GR	8	30.8	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 10.338	68 28.328	28Jun1999	1999b	SC	HN	0	30.0	3.4	1.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 10.361	68 28.309	28Jun1999	1999b	SC	HN	1	76.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 10.354	68 28.316	28Jun1999	1999b	SC	HN	2	42.4	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2.2	-999.9	0.0	-999.9	-999.9	-999.9
44 10.377	68 28.281	28Jun1999	1999b	SC	HN	4	64.2	0.0	2.0	0.0	6.6	1.0	0.0	0.0	0.0	6.9	-999.9	26.4	-999.9	-999.9	-999.9
44 10.326	68 28.314	28Jun1999	1999b	SC	HN	8	25.6	7.2	6.6	0.0	240.0	0.0	0.2	0.0	1.4	9.6	-999.9	52.8	-999.9	-999.9	-999.9
44 9.923	68 28.626	08Jul1999	1999b	SC	MD	0	13.6	2.8	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	-999.9	0.0	-999.9	-999.9	-999.9
44 9.931	68 28.642	08Jul1999	1999b	SC	MD	1	32.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.909	68 28.635	08Jul1999	1999b	SC	MD	2	18.8	1.6	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.946	68 28.596	08Jul1999	1999b	SC	MD	4	15.8	0.0	0.0	0.0	6.2	3.8	0.0	0.0	0.0	2.0	-999.9	0.8	-999.9	-999.9	-999.9
44 9.945	68 28.626	08Jul1999	1999b	SC	MD	8	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	-999.9	0.0	-999.9	-999.9	-999.9
44 9.614	68 28.834	11Jul1999	1999b	SC	PL	0	6.8	4.6	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.606	68 28.858	11Jul1999	1999b	SC	PL	1	12.4	2.6	0.4	0.6	0.0	0.0	0.2	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.615	68 28.802	11Jul1999	1999b	SC	PL	2	12.8	0.8	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 9.615	68 28.816	11Jul1999	1999b	SC	PL	4	22.8	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	1.3	-999.9	0.0	-999.9	-999.9	-999.9
44 9.613	68 28.849	11Jul1999	1999b	SC	PL	8	28.2	0.0	0.4	0.0	15.0	0.0	0.0	0.0	0.0	1.9	-999.9	0.0	-999.9	-999.9	-999.9
44 9.314	68 28.117	09Jul1999	1999b	TC	JL	0	23.0	5.0	3.6	0.2	0.0	0.0	0.0	6.2	0.0	11.8	-999.9	2.4	-999.9	-999.9	-999.9
44 9.318	68 28.167	09Jul1999	1999b	TC	JL	1	14.2	22.4	0.4	0.0	24.0	0.6	0.0	0.0	0.1	1.2	-999.9	89.6	-999.9	-999.9	-999.9
44 9.309	68 28.157	09Jul1999	1999b	TC	JL	2	28.6	3.6	2.4	0.6	11.8	0.0	0.0	0.6	0.0	5.1	-999.9	80.8	-999.9	-999.9	-999.9
44 9.312	68 28.98	11Jul1999	1999b	TC	JL	4	21.2	9.0	6.0	0.0	292.5	0.0	0.0	0.0	3.7	9.9	-999.9	68.0	-999.9	-999.9	-999.9
44 9.312	68 28.141	09Jul1999	1999b	TC	JL	8	29.0	8.8	7.2	0.6	132.5	0.0	0.0	0.0	0.6	11.6	-999.9	74.4	-999.9	-999.9	-999.9
44 8.164	68 27.194	07Jul1999	1999b	TC	LD	0	23.0	6.6	0.8	1.2	0.4	0.0	0.0	2.6	0.0	0.0	-999.9	0.0	-999.9	-999.9	-999.9
44 8.165	68 27.186	07Jul1999	1999b	TC	LD	1	20.4	2.4	0.4	3.2	6.2	0.2	0.0	0.0	0.0	0.0	-999.9	29.6	-999.9	-999.9	-999.9
44 8.152	68 27.156	07Jul1999	1999b	TC	LD	2	47.8	1.4	0.6	3.6	2.2	0.0	0.0	0.6	0.0	0.5	-999.9	11.2	-999.9	-999.9	-999.9
44 8.121	68 27.133	08Jul1999	1999b	TC	LD	4	15.8	3.8	0.6	1.4	26.4	2.0	0.0	0.0	0.0	0.0	-999.9	100.0	-999.9	-999.9	-999.9
44 8.133	68 27.145	07Jul1999	1999b	TC	LD	8	51.0	1.2	3.6	0.0	70.0	0.0	0.0	0.6	0.0	1.6	-999.9	25.6	-999.9	-999.9	-999.9
44 9.465	68 27.823	01Jul1999	1999b	TC	LH	0	16.2	1.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	-999.9	0.0	-999.9	-999.9	-999.9
44 9.460	68 27.804	01Jul1999	1999b	TC	LH	1	33.4	2.4	0.8	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-999.9	1.6	-999.9	-999.9	-999.9
44 9.463	68 27.772	01Jul1999	1999b	TC	LH	2	37.0	2.2	1.8	1.4	37.5	0.0	0.0	0.0	0.0	1.8	-999.9	6.4	-999.9	-999.9	-999.9
44 9.468	68 27.790	01Jul1999	1999b	TC	LH	4	23.6	0.4	2.6	0.0	37.5	0.0	0.0	0.0	0.9	8.9	-999.9	13.6	-999.9	-999.9	-999.9
44 9.451	68 27.826	01Jul1999	1999b	TC	LH	8	34.6	0.6	10.6	0.0	25.0	0.0	0.0	0.0	0.0	4.5	-999.9	5.6	-999.9	-999.9	-999.9
44 8.629	68 26.663	04Jun2000	2000a	BC	DK	0	10.8	2.8	1.0	0.0	0.0	0.0	2.4	0.0	0.1	1.3	2.4	1.6	100.0	0.0	96.0
44 8.633	68 26.650	04Jun2000	2000a	BC	DK	1	11.8	5.8	0.8	0.0	8.0	0.4	0.0	0.0	0.9	1.4	0.0	77.6	0.0	0.0	22.4
44 8.657	68 26.687	04Jun2000	2000a	BC	DK	2	12.4	1.2	0.0	0.0	4.8	0.0	0.0	0.0	2.3	1.9	63.4	16.3	1.6	0.0	20.3
44 8.651	68 26.665	04Jun2000	2000a	BC	DK	4	40.2	1.0	0.4	0.0	5.4	6.0	6.2	0.0	1.4	2.3	11.4	47.2	1.6	0.0	41.5
44 8.672	68 26.701	04Jun2000	2000a	BC	DK	8	43.2	2.0	0.3	0.3	16.8	4.0	6.2	0.0	3.4	8.3	7.2	92.0	0.0	0.0	0.8
44 8.302	68 25.950	03Jun2000	2000a	BC	LC	0	21.6	0.4	1.2	0.2	0.0	0.0	28.8	0.0	2.8	8.1	3.2	0.0	100.0	0.8	96.0
44 8.288	68 25.917	01Jun2000	2000a	BC	LC	1	10.0	0.6	0.6	0.0	0.4	0.6	0.6	0.0	1.4	6.5	20.0	0.0	0.0	0.0	80.0
44 8.292	68 25.940	01Jun2000	2000a	BC	LC	2	44.0	0.0	1.2	2.0	9.4	0.6	36.6	0.0	2.8	8.0	21.8	43.6	0.0	4.0	30.7
44 8.306	68 25.967	03Jun2000	2000a	BC	LC	4	54.8	1.6	0.6	0.4	4.0	4.8	4.0	0.0	1.8	8.9	31.6	62.4	6.4	0.0	6.0
44 8.276	68 25.896	01Jun2000	2000a	BC	LC	8	71.0	0.0	0.0	0.0	9.6	2.4	20.0	0.0	1.9	8.5	39.1	20.9	8.0	0.0	40.0
44 8.443	68 26.448	03Jun2000	2000a	BC	MP	0	59.2	1.8	2.0	0.6	1.2	0.0	38.4	0.0	0.8	10.0	56.0	16.8	100.0	0.8	26.4
44 8.450	68 26.503	03Jun2000	2000a	BC	MP	1	90.6	0.6	1.8	2.6	0.0	0.0	46.4	0.0	2.0	10.9	28.6	0.0	9.0	13.2	58.2
44 8.452	68 26.481	03Jun2000	2000a	BC	MP	2	46.0	0.4	1.4	0.2	3.0	1.0	12.2	0.0	3.1	13.9	51.7	8.5	5.6	4.2	35.6
44 8.433	68 26.427	03Jun2000	2000a	BC	MP	4	136.8	0.4	0.4	1.0	1.4	0.4	65.2	0.0	1.8	13.1	66.4	4.0	0.0	28.0	1.6
44 8.449	68 26.456	03Jun2000	2000a	BC	MP	8	52.2	0.0	1.0	0.0	3.4	1.4	3.2	0.0	1.1	6.7	58.3	19.2	4.0	2.5	20.0
44 10.487	68 26.890	04Jun2000	2000a	MC	BO	0	48.6	1.2	0.2	0.0	0.2	0.0	0.8	0.0	3.7	8.7	0.0	0.0	100.0	0.0	100.0
44 10.456	68 26.911	04Jun2000	2000a	MC	BO	1	49.0	0.4	1.6	1.0	0.0	0.4	0.4	0.0	2.5	10.6	26.4	0.0	0.0	0.0	73.6
44 10.510	68 26.873	04Jun2000	2000a	MC	BO	2	36.6	0.6	0.4	0.0	16.4	6.4	0.0	0.0	2.4	16.2	70.4	20.0	0.0	0.0	9.6
44 10.469	68 26.897	04Jun2000	2000a	MC	BO	4	79.6	0.0	0.0	0.0	1.0	0.2	9.2	0.0	3.6	15.2	95.2	1.6	0.0	1.6	1.6
44 10.500	68 26.884	04Jun2000	2000a	MC	BO	8	38.6	1.0	0.0	0.0	17.8	43.4	0.6	0.0	3.8	19.5	19.2	45.6	0.0	0.0	35.2
44 10.462	68 25.380	05Jun2000	2000a	MC	BS	0	32.6	5.2	0.6	0.4	0.0	0.0	0.2	0.0	1.2	7.9	1.6	0.0	100.0	0.0	98.4
44 10.475	68 25.379	05Jun2000	2000a	MC	BS	1	41.0	0.4	0.2	1.4	0.0	0.0	11.2	0.0	0.1	12.4	36.0	0.0	0.0	0.0	64.0
44 10.484	68 25.372	05Jun2000	2000a	MC	BS	2	21.4	0.2	0.6	0.4	0.0	0.2	0.6	0.0	2.5	9.4	59.2	0.0	0.0	0.0	40.8
44 10.509	68 25.358	05Jun2000	2000a	MC	BS	4	217.8	1.4	1.2	1.4	0.4	7.0	32.4	0.0	0.5	25.1	92.0	0.0	0.0	0.0	8.0
44 10.497	68 25.366	05Jun2000	2000a	MC	BS	8	321.0	0.2	0.2	0.6	1.0	24.8	41.0	0.0	1.9	6.5	100.0	0.0	0.0	0.0	0.0
44 9.885	68 27.212	04Jun2000	2000a	MC	GR	0	8.6	7.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	100.0	0.0	97.6
44 9.855	68 27.207	04Jun2000	2000a	MC	GR	1	16.0	1.2	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	1.6	0.0	0.0	98.4
44 9.877	68 27.203	04Jun2000	2000a	MC	GR	2	27.4	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.2	3.3	11.2	0.0	0.0	0.0	88.8
44 9.866	68 27.207	04Jun2000	2000a	MC	GR	4	14.2	0.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	100.0
44 9.839	68 27.221	04Jun2000	2000a	MC	GR	8	21.2	0.2	0.0	0.0	1.8	0.0	0.0	0.0	0.1	0.6	0.0	0.0	0.0	0.0	100.0
44 10.338	68 28.328	01Jun2000	2000a	SC	HN	0	47.2	2.8	0.6	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0
44 10.361	68 28.309	01Jun2000	2000a	SC	HN	1	33.8	0.2	1.2	0.6	0.0	0.0	1.0	0.0	0.0	7.2	23.8	0.0	2.4	0.0	76.2
44 10.354	68 28.316	01Jun2000	2000a	SC	HN	2	44.4	0.2	0.0	0.0	0.8	0.4	3.4	0.0	0.3	15.0	78.0	3.7	0.0	2.8	15.6
44 10.377	68 28.281	01Jun2000	2000a	SC	HN	4	59.8	0.2	0.6	0.0	0.4	0.6	0.8	0.0	1.6	18.0	82.1	2.4	1.6	0.0	15.4
44 10.326	68 28.314	01Jun2000	2000a	SC	HN	8	28.2	5.8	1.8	0.0	78.2	12.2	2.0	0.0	1.2	16.6	12.0	88.0	0.0	0.0	0.0
44 9.923	68 28.626	03Jun2000	2000a	SC	MD	0	18.2	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0
44 9.931	68 28.642	03Jun2000	2000a	SC	MD	1	31.8	1.4	0.6	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
44 9.909	68 28.635	03Jun2000	2000a	SC	MD	2	31.4	0.6	0.0	0.2	0.8	0.2	0.0	0.0	0.0	2.6	6.4	0.8	0.0	0.0	92.8
44 9.946	68 28.596	03Jun2000	2000a	SC	MD	4	46.4	0.0	15.6	0.0	1.8	10.0	0.0	0.0	0.1	13.3	81.5	4.8	0.8	0.0	13.7
44 9.945	68 28.626	03Jun2000	2000a	SC	MD	8	86.4	1.2	3.6	0.2	2.2	1.2	0.4	0.0	0.0	3.7	36.6	39.8	1.6	0.0	23.6
44 9.614	68 28.834	01Jun2000	2000a	SC	PL	0	15.6	4.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	100.0	0.0	100.0
44 9.606	68 28.858	01Jun2000	2000a	SC	PL	1	17.6	4.6	0.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
44 9.615	68 28.802	01Jun2000	2000a	SC	PL	2	10.6	0.0	2.0	0.8	0.0	0.2	0.0	0.0	0.0	6.4	52.6	0.0	8.8	0.0	47.4
44 9.615	68 28.816	01Jun2000	2000a	SC	PL	4	4.8	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	14.5	100.0	0.0	0.0	0.0	0.0
44 9.613	68 28.849	05Jun2000	2000a	SC	PL	8	23.8	0.0	0.4	0.0	6.8	4.2	0.0	0.0	1.8	14.6	96.8	3.2	0.0	0.0	0.0
44 9.314	68 28.117	02Jun2000	2000a	TC	JL	0	7.0	9.6	4.8	0.2	0.2	0.0	0.0	0.0	0.2	13.2	1.6	1.6	100.0	0.0	96.8
44 9.318	68 28.167	02Jun2000	2000a	TC	JL	1	6.8	18.6	2.6	0.0	6.0	0.8	0.0	0.0	0.0	3.2	0.0	92.6	2.4	0.0	7.4
44 9.309	68 28.157	02Jun2000	2000a	TC	JL	2	39.8	9.4	4.0	3.4	2.6	0.0	0.0	0.0	0.0	1.4	0.0	78.4	7.2	0.0	21.6
44 9.312	68 28.98	02Jun2000	2000a	TC	JL	4	6.2	12.4	5.0	0.0	41.4	0.2	0.0	0.3	2.3	10.4	3.2	96.8	0.0	0.0	0.0
44 9.312	68 28.141	02Jun2000	2000a	TC	JL	8	18.6	20.8	5.8	2.2	13.2	0.0	0.0	0.8	0.9	9.3	0.0	100.0	0.0	0.0	0.0
44 8.164	68 27.194	02Jun2000	2000a	TC	LD	0	7.4	3.2	0.6	0.4	0.0	0.0	0.2	0.0	0.7	0.8	0.0	0.8	100.0	0.0	99.2
44 8.165	68 27.186	02Jun2000	2000a	TC	LD	1	15.8	4.0	0.4	6.0	3.2	0.2	0.2	0.0	0.1	0.0	0.0	87.7	2.4	0.0	12.3
44 8.152	68 27.156	03Jun2000	2000a	TC	LD	2	18.6	2.4	2.4	15.6	0.8	0.6	0.0	1.8	0.0	1.8	-999.9	-999.9	-999.9	-999.9	-999.9
44 8.121	68 27.133	02Jun2000	2000a	TC	LD	4	20.0	2.0	1.2	1.2	7.8	2.4	0.0	0.0	0.0	0.0	0.0	95.8	4.0	0.0	4.2
44 8.133	68 27.145	02Jun2000	2000a	TC	LD	8	25.0	2.8	2.0	0.2	2.2	3.4	0.0	0.0	3.6	0.0	12.0	75.2	0.0	0.0	12.8
44 9.465	68 27.823	01Jun2000	2000a	TC	LH	0	34.4	0.8	0.2	0.8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0
44 9.460	68 27.804	01Jun2000	2000a	TC	LH	1	22.8	1.6	2.6	0.2	0.4	0.4	0.0	0.0	0.0	0.0	0.0	4.8	0.0	0.0	95.2
44 9.463	68 27.772	01Jun2000	2000a	TC	LH	2	60.4	3.8	5.8	2.2	1.8	0.2	0.0	0.0	0.0	9.6	30.3	43.4	2.4	0.0	26.2
44 9.468	68 27.790	01Jun2000	2000a	TC	LH	4	36.0	1.8	0.4	0.0	8.6	1.2	0.0	0.0	3.3	13.8	34.4	65.6	2.4	0.0	0.0
44 9.451	68 27.826	01Jun2000	2000a	TC	LH	8	25.6	0.8	3.4	0.6	3.8	0.0	0.0	0.0	0.4	12.8	42.4	54.4	0.0	0.0	3.2
44 8.629	68 26.663	31Jul2000	2000b	BC	DK	0	5.8	3.2	1.4	0.0	0.0	0.0	0.2	0.0	0.2	2.5	0.0	3.2	100.0	0.0	96.8
44 8.633	68 26.650	31Jul2000	2000b	BC	DK	1	36.0	5.4	0.8	0.0	18.0	2.0	0.0	0.0	0.9	1.1	0.0	70.7	7.2	0.0	29.3
44 8.657	68 26.687	31Jul2000	2000b	BC	DK	2	38.0	0.2	0.0	0.0	8.0	1.0	0.0	0.0	1.1	0.8	24.8	9.6	0.0	0.0	65.6
44 8.651	68 26.665	31Jul2000	2000b	BC	DK	4	39.0	0.4	0.2	0.0	29.0	3.0	0.0	0.0	1.0	1.8	8.1	30.6	0.8	0.0	61.3
44 8.672	68 26.701	31Jul2000	2000b	BC	DK	8	77.0	0.4	0.4	0.0	241.0	9.0	2.4	0.0	2.4	2.8	15.2	77.6	0.0	0.0	7.2
44 8.302	68 25.950	30Jul2000	2000b	BC	LC	0	33.6	2.6	0.0	0.2	0.0	0.0	25.0	0.0	0.7	4.0	1.6	0.0	97.6	0.0	98.4
44 8.288	68 25.917	30Jul2000	2000b	BC	LC	1	8.2	1.0	0.0	0.0	3.0	1.0	0.2	0.0	0.6	4.4	21.4	7.1	0.0	0.0	71.4
44 8.292	68 25.940	30Jul2000	2000b	BC	LC	2	51.2	1.2	1.2	0.6	56.0	3.0	33.0	0.0	2.6	4.0	12.9	80.6	0.0	0.0	6.5
44 8.306	68 25.967	30Jul2000	2000b	BC	LC	4	67.6	1.4	0.8	0.0	25.0	16.0	2.0	0.0	1.6	5.4	17.0	59.6	0.0	0.0	23.4
44 8.276	68 25.896	30Jul2000	2000b	BC	LC	8	82.2	1.6	0.0	0.0	58.0	2.0	15.2	0.0	2.0	6.9	51.3	39.8	9.6	0.0	8.8
44 8.443	68 26.448	30Jul2000	2000b	BC	MP	0	21.0	0.2	0.6	0.2	4.0	1.0	49.6	0.0	0.3	5.1	1.6	15.2	70.4	1.6	81.6
44 8.450	68 26.503	30Jul2000	2000b	BC	MP	1	40.4	0.0	0.8	0.8	0.0	0.0	65.8	0.0	1.5	4.3	39.3	1.8	0.0	5.4	53.6
44 8.452	68 26.481	30Jul2000	2000b	BC	MP	2	32.6	0.2	0.6	0.0	15.0	3.0	11.2	0.0	1.6	7.0	93.3	1.1	0.0	1.1	4.4
44 8.433	68 26.427	30Jul2000	2000b	BC	MP	4	108.4	0.0	0.2	0.0	12.0	0.0	17.2	0.0	1.2	10.1	72.0	3.2	0.0	4.0	20.8
44 8.449	68 26.456	30Jul2000	2000b	BC	MP	8	67.4	0.0	0.0	0.0	10.0	6.0	1.2	0.0	0.8	4.4	38.1	0.0	5.6	21.2	40.7
44 10.487	68 26.890	01Aug2000	2000b	MC	BO	0	79.0	0.2	1.4	0.2	0.0	0.0	1.6	0.0	2.4	3.2	0.0	0.0	100.0	0.0	100.0
44 10.456	68 26.911	01Aug2000	2000b	MC	BO	1	25.2	0.0	0.6	0.0	1.0	1.0	0.4	0.0	1.0	5.8	29.6	0.0	0.0	0.0	70.4
44 10.510	68 26.873	01Aug2000	2000b	MC	BO	2	47.8	1.8	0.0	0.6	0.0	0.0	12.2	0.0	0.6	3.8	71.2	8.8	0.0	0.0	20.0
44 10.469	68 26.897	01Aug2000	2000b	MC	BO	4	127.4	0.2	0.0	0.0	3.0	41.0	6.4	0.0	2.3	2.4	98.4	0.8	0.0	0.8	0.0
44 10.500	68 26.884	01Aug2000	2000b	MC	BO	8	89.0	0.0	0.0	0.0	12.0	158.0	11.4	0.0	1.6	2.8	51.2	21.6	0.0	0.0	27.2
44 10.462	68 25.380	30Jul2000	2000b	MC	BS	0	21.8	6.6	0.2	0.2	2.0	0.0	0.0	0.0	1.2	2.4	0.0	0.0	100.0	0.0	100.0
44 10.475	68 25.379	30Jul2000	2000b	MC	BS	1	38.4	2.6	0.0	2.0	0.0	1.0	17.8	0.0	0.1	8.9	27.2	0.0	0.0	0.0	72.8
44 10.484	68 25.372	30Jul2000	2000b	MC	BS	2	35.6	1.0	0.0	1.0	99.0	35.0	1.6	0.0	2.7	2.6	68.4	0.0	0.0	0.0	31.6
44 10.509	68 25.358	30Jul2000	2000b	MC	BS	4	104.0	0.0	0.2	0.4	4.0	5.0	33.2	0.0	0.7	8.8	84.8	1.6	0.0	2.4	11.2
44 10.497	68 25.366	30Jul2000	2000b	MC	BS	8	166.8	0.0	0.0	0.0	87.0	369.0	13.4	0.0	0.6	2.6	84.8	0.0	0.0	0.0	15.2
44 9.885	68 27.212	31Jul2000	2000b	MC	GR	0	2.2	5.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	100.0	0.0	100.0
44 9.855	68 27.207	31Jul2000	2000b	MC	GR	1	12.6	1.4	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
44 9.877	68 27.203	31Jul2000	2000b	MC	GR	2	18.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	100.0
44 9.866	68 27.207	31Jul2000	2000b	MC	GR	4	15.6	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	100.0
44 9.839	68 27.221	31Jul2000	2000b	MC	GR	8	22.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.1	0.7	0.0	0.0	0.0	0.0	100.0
44 10.338	68 28.328	02Aug2000	2000b	SC	HN	0	12.0	1.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	100.0	0.0	100.0
